Frequencia(Hz),Original_Magnitude,Filtrado_Magnitude
348.30,2340289.287327,2326198.797292
348.40,2341173.449637,2327058.661865
348.50,2340832.340161,2326658.149149
348.60,2339480.697982,2325255.441984
348.70,2338509.790934,2324276.024139
348.80,2338842.466637,2324635.284769
348.90,2340161.842818,2325973.553473
349.00,2341186.203514,2326973.879119
349.10,2340606.771469,2326336.874832
349.20,2339461.915130,2325139.020509
349.30,2338609.240545,2324276.116691
349.40,2338790.775911,2324484.744000
349.50,2340183.549863,2325896.310001
349.60,2341248.281119,2326937.292344
349.70,2340724.217629,2326355.435106
349.80,2339562.428605,2325140.382929
349.90,2338379.399971,2323948.734993
350.00,2338837.267752,2324431.856508
350.10,2340096.552241,2325710.799570
350.20,2341164.910288,2326755.338703
350.30,2340898.039944,2326428.923437
350.40,2339410.972104,2324890.533335
350.50,2338514.776424,2323984.117171
350.60,2338778.296098,2324274.235187
350.70,2340063.801287,2325578.979416
350.80,2341058.873872,2326550.054909
350.90,2340983.444348,2326413.433573
351.00,2339596.519032,2324974.807772
351.10,2338577.652450,2323947.235238
351.20,2338691.981414,2324089.520119
351.30,2340176.962759,2325591.921436
351.40,2341148.001032,2326537.889032
351.50,2340805.344604,2326134.982546
351.60,2339658.741697,2324935.747876
351.70,2338415.428447,2323686.479754
351.80,2338611.926085,2323911.094699
351.90,2340022.639833,2325338.776533
352.00,2341192.155633,2326480.163221
352.10,2340793.138402,2326020.303065
352.20,2339640.024753,2324815.520758
352.30,2338562.987782,2323733.426411
352.40,2338838.284065,2324037.220879
352.50,2339993.927447,2325210.131280
352.60,2341088.241564,2326274.391690
352.70,2340882.984059,2326005.930800
352.80,2339470.070025,2324544.347486
352.90,2338509.479081,2323580.478011
353.00,2338753.510492,2323854.230406
353.10,2340069.328226,2325184.540747
353.20,2341120.444230,2326202.898495
353.30,2340890.047209,2325908.221329
353.40,2339583.817059,2324554.480068
353.50,2338568.968751,2323539.790266
353.60,2338703.864951,2323706.185395
353.70,2340065.684157,2325079.912499
353.80,2341078.864702,2326057.038804
353.90,2340743.040225,2325656.376819
354.00,2339532.188155,2324399.800253
354.10,2338438.605931,2323310.516725
354.20,2338836.710982,2323739.453051
354.30,2340162.563399,2325074.549159
354.40,2341267.858166,2326139.136098
354.50,2340748.683120,2325555.193356
354.60,2339300.856992,2324066.220022
354.70,2338442.000212,2323214.274612
354.80,2338926.461064,2323729.826667
354.90,2340164.702327,2324974.303766
355.00,2341208.842488,2325973.612972
355.10,2340694.586643,2325393.706625
355.20,2339382.577313,2324043.446571
355.30,2338493.532508,2323166.049430
355.40,2338914.880261,2323619.384277
355.50,2340414.039274,2325118.725958
355.60,2341152.558755,2325809.529188
355.70,2340595.322342,2325186.514725
355.80,2339397.277248,2323954.033969
355.90,2338405.934622,2322979.868696
356.00,2338894.465307,2323499.893971
356.10,2340521.123132,2325120.720815
356.20,2341253.098349,2325799.903532
356.30,2340675.416870,2325156.786639
356.40,2339163.144964,2323617.569640
356.50,2338604.606537,2323078.367720
356.60,2339040.333980,2323545.166290
356.70,2340689.709177,2325182.513274
356.80,2341263.380713,2325699.254122
356.90,2340354.928144,2324728.601061
357.00,2339065.984195,2323417.513779
357.10,2338334.651416,2322711.650974
357.20,2339340.843271,2323743.398366
357.30,2340613.799820,2324999.943531
357.40,2341167.605320,2325491.907832
357.50,2340085.599956,2324350.948644
357.60,2338942.455287,2323191.802718
357.70,2338552.623501,2322829.853256
357.80,2339419.426653,2323720.290652
357.90,2340739.247239,2325015.700401
358.00,2341088.911255,2325300.276006
358.10,2340167.898939,2324322.533259
358.20,2338776.236042,2322924.409021
358.30,2338333.148053,2322513.695893
358.40,2339556.098149,2323753.691912
358.50,2340889.171649,2325053.906942
358.60,2341111.547818,2325208.168158
358.70,2339988.391691,2324034.359281
358.80,2338595.701852,2322643.666748
358.90,2338454.256550,2322535.773561
359.00,2339809.917362,2323901.918056
359.10,2340993.798440,2325045.136332
359.20,2340980.836813,2324962.859721
359.30,2339723.414916,2323661.930410
359.40,2338656.515745,2322603.580561
359.50,2338638.285139,2322620.006286
359.60,2339848.389133,2323834.382201
359.70,2341065.762625,2325001.886577
359.80,2340900.914175,2324767.420031
359.90,2339437.371883,2323269.580413
360.00,2338398.506947,2322247.816702
360.10,2338868.786292,2322749.686370
360.20,2340062.638939,2323939.179097
360.30,2341170.269087,2324988.960404
360.40,2340882.640323,2324633.042292
360.50,2339329.358382,2323055.371434
360.60,2338434.278337,2322184.661350
360.70,2338996.301617,2322775.919659
360.80,2340351.801243,2324115.792688
360.90,2341001.851325,2324703.181688
361.00,2340663.811415,2324299.837122
361.10,2339187.418459,2322809.097888
361.20,2338320.182481,2321973.288296
361.30,2339134.668334,2322811.229459
361.40,2340552.315188,2324201.540861
361.50,2341202.614737,2324782.502238
361.60,2340324.058399,2323847.467632
361.70,2338920.452651,2322440.506118
361.80,2338517.535538,2322071.389922
361.90,2339224.361733,2322795.918034
362.00,2340904.744756,2324435.165897
362.10,2341079.135344,2324538.822210
362.20,2340026.381925,2323438.393392
362.30,2338707.755336,2322127.704178
362.40,2338423.453936,2321879.740913
362.50,2339688.181265,2323149.199318
362.60,2340855.259847,2324266.768568
362.70,2341082.585444,2324420.795411
362.80,2339725.021486,2323027.750364
362.90,2338653.340831,2321973.820172
363.00,2338544.073316,2321900.180964
363.10,2339878.659585,2323227.635991
363.20,2341034.066794,2324322.365678
363.30,2340779.911107,2323999.235429
363.40,2339430.638262,2322626.606632
363.50,2338428.601106,2321652.210268
363.60,2338887.328985,2322139.712004
363.70,2340198.806364,2323430.967808
363.80,2341033.421604,2324197.600507
363.90,2340706.198623,2323806.306767
364.00,2339260.744442,2322351.942711
364.10,2338567.181913,2321692.056611
364.20,2339044.588506,2322191.695772
364.30,2340455.166300,2323566.923952
364.40,2341191.599470,2324229.097593
364.50,2340321.714112,2323307.082076
364.60,2339010.392986,2322000.337584
364.70,2338242.209411,2321271.534279
364.80,2339382.075430,2322418.817527
364.90,2340635.410865,2323623.370266
365.00,2341201.159292,2324112.654295
365.10,2339954.780643,2322828.382701
365.20,2338591.250010,2321483.844631
365.30,2338574.693307,2321502.372925
365.40,2339733.233242,2322654.940403
365.50,2340943.733423,2323803.484942
365.60,2340925.087922,2323713.520321
365.70,2339641.796995,2322406.994135
365.80,2338541.037680,2321335.572664
365.90,2338838.986316,2321662.868750
366.00,2339908.871646,2322711.762263
366.10,2341144.822422,2323874.555933
366.20,2340498.668040,2323167.353624
366.30,2339297.964062,2321959.053617
366.40,2338503.840882,2321201.091793
366.50,2339090.497453,2321806.686186
366.60,2340430.593389,2323106.942993
366.70,2341145.304403,2323745.205108
366.80,2340510.465606,2323059.659149
366.90,2339018.892727,2321579.323624
367.00,2338313.267826,2320913.768940
367.10,2339409.937924,2322012.737693
367.20,2340758.149470,2323304.641427
367.30,2341227.291713,2323697.098431
367.40,2339907.249418,2322346.078932
367.50,2338770.639683,2321233.379843
367.60,2338648.866621,2321146.324503
367.70,2339754.741417,2322237.906834
367.80,2341143.755549,2323556.227622
367.90,2340878.107450,2323223.214659
368.00,2339517.949731,2321849.998126
368.10,2338649.363386,2321015.318973
368.20,2338884.865101,2321275.791161
368.30,2340226.703058,2322582.914280
368.40,2341161.121565,2323440.251865
368.50,2340539.734510,2322764.051571
368.60,2339172.344678,2321402.409239
368.70,2338470.627305,2320740.190021
368.80,2339346.373609,2321623.140957
368.90,2340520.216109,2322744.885477
369.00,2340970.523787,2323117.937370
369.10,2340062.313336,2322172.363429
369.20,2338930.658376,2321062.231484
369.30,2338611.182579,2320779.581680
369.40,2339572.433328,2321729.707091
369.50,2340799.115294,2322887.714201
369.60,2340833.170634,2322850.904974
369.70,2339631.167534,2321632.923428
369.80,2338665.344720,2320701.172513
369.90,2338772.598247,2320834.883459
370.00,2340058.456237,2322086.704142
370.10,2340966.156394,2322917.003758
370.20,2340726.844270,2322619.431007
370.30,2339358.229440,2321256.727003
370.40,2338487.166206,2320426.685951
370.50,2339127.395057,2321075.142793
370.60,2340300.914580,2322195.071709
370.70,2340933.813241,2322748.657143
370.80,2340315.692157,2322092.107915
370.90,2338753.308004,2320556.199225
371.00,2338666.126565,2320503.690485
371.10,2339605.765447,2321429.625435
371.20,2340784.566934,2322537.586885
371.30,2341098.997077,2322779.571343
371.40,2339652.938610,2321322.710310
371.50,2338537.824918,2320244.849112
371.60,2338819.885015,2320549.775248
371.70,2339876.413069,2321569.308572
371.80,2341031.631462,2322642.995742
371.90,2340617.157206,2322174.622281
372.00,2339429.394872,2320996.289693
372.10,2338531.840705,2320140.846365
372.20,2339256.903849,2320868.468163
372.30,2340539.058147,2322090.329278
372.40,2341077.784286,2322550.275717
372.50,2340310.187404,2321751.316078
372.60,2338973.620744,2320444.784677
372.70,2338552.280567,2320058.802067
372.80,2339599.375853,2321083.534959
372.90,2340938.471897,2322345.200424
373.00,2340961.482594,2322301.317095
373.10,2339779.871319,2321115.206625
373.20,2338488.525296,2319866.250072
373.30,2338827.321057,2320221.537719
373.40,2339869.649820,2321217.407888
373.50,2341150.183807,2322412.718572
373.60,2340641.833871,2321858.711342
373.70,2339354.461835,2320590.782851
373.80,2338611.076845,2319888.301260
373.90,2339447.451549,2320716.246806
374.00,2340678.823204,2321878.428191
374.10,2341063.056767,2322187.120788
374.20,2340089.759630,2321195.374166
374.30,2338733.680312,2319877.109833
374.40,2338646.751330,2319817.458944
374.50,2339748.896384,2320883.698080
374.60,2340839.893807,2321893.001899
374.70,2340786.335126,2321781.008682
374.80,2339540.765435,2320544.623440
374.90,2338595.925643,2319642.523451
375.00,2339079.196191,2320129.773055
375.10,2340426.954037,2321415.086681
375.20,2341098.972452,2322006.320149
375.30,2340464.083737,2321340.176094
375.40,2339098.713523,2320006.799647
375.50,2338514.489958,2319458.429244
375.60,2339384.478597,2320303.687685
375.70,2340680.398784,2321519.486495
375.80,2340992.101360,2321763.397181
375.90,2339846.099896,2320617.102459
376.00,2338668.847240,2319483.125052
376.10,2338693.842313,2319522.830577
376.20,2339976.804532,2320750.789117
376.30,2341081.922000,2321770.481677
376.40,2340503.602198,2321152.749914
376.50,2339191.142596,2319866.262566
376.60,2338510.487641,2319224.756556
376.70,2339233.637859,2319931.576224
376.80,2340553.798011,2321174.785010
376.90,2340918.669180,2321467.207717
377.00,2340109.186483,2320647.774576
377.10,2338759.231737,2319340.626339
377.20,2338745.296296,2319346.461289
377.30,2339899.531390,2320452.234478
377.40,2341070.831329,2321537.384744
377.50,2340791.642541,2321210.845829
377.60,2339603.611155,2320043.221167
377.70,2338410.907449,2318895.152107
377.80,2339140.382326,2319613.247140
377.90,2340248.016481,2320648.437104
378.00,2341055.440511,2321377.088590
378.10,2340312.979166,2320619.255052
378.20,2339040.224944,2319386.978276
378.30,2338693.553255,2319065.755631
378.40,2339685.468465,2320014.231114
378.50,2340751.250581,2320994.827427
378.60,2340867.874653,2321057.322736
378.70,2339716.195439,2319922.732907
378.80,2338515.580862,2318767.372997
378.90,2339006.971840,2319252.271415
379.00,2340259.879686,2320433.102665
379.10,2340986.021196,2321079.625120
379.20,2340288.571049,2320363.688490
379.30,2339111.679552,2319225.473811
379.40,2338674.311381,2318815.726100
379.50,2339494.895257,2319595.987098
379.60,2340759.503990,2320773.583032
379.70,2340903.112339,2320861.192015
379.80,2339592.305858,2319567.606737
379.90,2338671.037802,2318689.437074
380.00,2338888.287919,2318903.375936
380.10,2340321.542645,2320263.158604
380.20,2340997.555378,2320859.308624
380.30,2340396.178036,2320238.028496
380.40,2339022.233441,2318904.437150
380.50,2338563.326684,2318473.398524
380.60,2339364.566147,2319234.053554
380.70,2340782.004613,2320562.591356
380.80,2341020.865067,2320744.732388
380.90,2339960.558633,2319700.148259
381.00,2338723.639879,2318509.092453
381.10,2338845.099441,2318626.887342
381.20,2340064.457786,2319773.248267
381.30,2341067.492017,2320693.693015
381.40,2340395.846404,2320004.325550
381.50,2339165.338740,2318813.933071
381.60,2338622.000152,2318297.913077
381.70,2339414.081720,2319046.943745
381.80,2340624.915997,2320169.702108
381.90,2341046.767741,2320535.131968
382.00,2339885.392092,2319392.871488
382.10,2338755.082548,2318307.275241
382.20,2338777.298441,2318323.415226
382.30,2340098.761754,2319568.199845
382.40,2340965.067913,2320354.149290
382.50,2340531.659786,2319904.698638
382.60,2339115.276406,2318531.878727
382.70,2338607.948561,2318048.735254
382.80,2339419.355711,2318812.306938
382.90,2340749.264851,2320052.025294
383.00,2340919.708202,2320172.133034
383.10,2339823.499028,2319098.686513
383.20,2338766.262400,2318084.640156
383.30,2338994.011039,2318298.998186
383.40,2340169.442490,2319395.130350
383.50,2340941.532569,2320090.088115
383.60,2340453.346577,2319592.291559
383.70,2339189.970091,2318373.336332
383.80,2338616.294494,2317819.697146
383.90,2339379.477165,2318528.955389
384.00,2340704.460324,2319763.154431
384.10,2340938.672036,2319952.608029
384.20,2339723.720239,2318767.031262
384.30,2338677.613335,2317761.902191
384.40,2338948.162703,2318010.829062
384.50,2340191.554050,2319169.837311
384.60,2341101.561832,2320005.793718
384.70,2340288.595889,2319194.167812
384.80,2339164.140319,2318114.758488
384.90,2338553.130245,2317517.017838
385.00,2339574.021336,2318473.629750
385.10,2340859.847171,2319669.615316
385.20,2340916.057522,2319691.330991
385.30,2339618.319257,2318429.983727
385.40,2338648.343456,2317496.141184
385.50,2338982.012013,2317797.469445
385.60,2340193.585112,2318920.767681
385.70,2341054.060907,2319714.524442
385.80,2340067.769768,2318740.924673
385.90,2339060.142712,2317777.819810
386.00,2338514.339014,2317234.785667
386.10,2339690.009628,2318335.894727
386.20,2340969.761807,2319528.723423
386.30,2340537.606874,2319077.797718
386.40,2339397.950225,2317979.046889
386.50,2338505.002554,2317114.444876
386.60,2339178.236588,2317740.111145
386.70,2340481.579488,2318951.652457
386.80,2340940.886985,2319358.019396
386.90,2340236.705702,2318674.660650
387.00,2338728.255158,2317213.282849
387.10,2338633.044995,2317103.784652
387.20,2340048.660185,2318434.099929
387.30,2340907.294546,2319215.929370
387.40,2340463.609144,2318767.159630
387.50,2339350.074585,2317698.500766
387.60,2338557.521963,2316922.543270
387.70,2339455.564417,2317757.687303
387.80,2340580.421873,2318792.727758
387.90,2340783.414136,2318958.779659
388.00,2339771.672124,2317981.019467
388.10,2338629.275758,2316876.326719
388.20,2339016.123120,2317228.763275
388.30,2340336.360703,2318458.062491
388.40,2340979.627854,2319037.177395
388.50,2340351.415577,2318420.493942
388.60,2339031.999268,2317148.562114
388.70,2338606.951584,2316721.716221
388.80,2339572.128849,2317610.551650
388.90,2340652.763577,2318606.771617
389.00,2340773.437199,2318708.072580
389.10,2339356.934181,2317337.335140
389.20,2338563.592067,2316567.265824
389.30,2339070.561227,2317021.468957
389.40,2340453.382284,2318310.382222
389.50,2340973.080169,2318782.586094
389.60,2340023.082666,2317861.548179
389.70,2338854.511404,2316734.298897
389.80,2338869.889115,2316725.009776
389.90,2339990.146608,2317757.407049
390.00,2340954.870976,2318649.804925
390.10,2340430.440628,2318130.742545
390.20,2339080.851947,2316829.465950
390.30,2338718.689316,2316469.636507
390.40,2339437.316060,2317116.878218
390.50,2340662.369346,2318253.495260
390.60,2340991.495616,2318556.728462
390.70,2339821.817939,2317429.277918
390.80,2338682.121242,2316318.882886
390.90,2339162.529426,2316749.379583
391.00,2340127.010813,2317623.106236
391.10,2340927.533336,2318370.383427
391.20,2340252.661177,2317720.179296
391.30,2338855.616641,2316367.691757
391.40,2338703.185382,2316193.819354
391.50,2339806.643550,2317209.446907
391.60,2340751.501165,2318080.606695
391.70,2340648.281585,2317977.675606
391.80,2339261.371395,2316639.662977
391.90,2338706.005183,2316088.772441
392.00,2339309.336405,2316621.311900
392.10,2340500.162856,2317723.365345
392.20,2340959.641835,2318155.838421
392.30,2339871.943372,2317110.033485
392.40,2338615.216624,2315883.084436
392.50,2338953.656034,2316171.261109
392.60,2340239.928926,2317362.933111
392.70,2340872.634632,2317945.347397
392.80,2340320.300560,2317418.100781
392.90,2338930.624134,2316072.085417
393.00,2338704.103501,2315821.716883
393.10,2339757.726404,2316786.131143
393.20,2340896.063333,2317850.757404
393.30,2340744.705392,2317703.445006
393.40,2339407.628837,2316414.858115
393.50,2338643.688594,2315653.251159
393.60,2339387.076646,2316320.730187
393.70,2340629.430073,2317475.197550
393.80,2340983.156447,2317807.872400
393.90,2339760.401984,2316630.323379
394.00,2338664.122686,2315557.922859
394.10,2339021.802351,2315859.172815
394.20,2340219.876072,2316963.264207
394.30,2340939.119261,2317637.341298
394.40,2340159.795451,2316889.887609
394.50,2339028.353584,2315796.230890
394.60,2338746.205496,2315482.881533
394.70,2339802.681724,2316447.237451
394.80,2340941.333053,2317518.077073
394.90,2340567.148335,2317157.445286
395.00,2339315.400226,2315952.267782
395.10,2338644.363281,2315273.615477
395.20,2339443.752058,2315990.385120
395.30,2340633.851842,2317097.662179
395.40,2340757.844758,2317212.525190
395.50,2339748.803293,2316248.763064
395.60,2338638.234822,2315153.309074
395.70,2339155.229172,2315602.761323
395.80,2340300.793616,2316656.711808
395.90,2340880.828717,2317203.997495
396.00,2340215.563871,2316575.550622
396.10,2338919.584316,2315311.654538
396.20,2338812.171644,2315158.932779
396.30,2339962.994797,2316214.690857
396.40,2340989.352753,2317185.420427
396.50,2340469.332818,2316690.522428
396.60,2339205.539142,2315469.075306
396.70,2338758.217316,2314997.680570
396.80,2339539.035595,2315689.563070
396.90,2340789.385979,2316866.027449
397.00,2340810.103310,2316892.233533
397.10,2339565.924866,2315695.590471
397.20,2338603.128723,2314731.821410
397.30,2339181.601015,2315230.945935
397.40,2340477.251146,2316439.931719
397.50,2340798.081559,2316746.692985
397.60,2339913.778387,2315906.313584
397.70,2338772.373842,2314782.057351
397.80,2338944.391339,2314890.511812
397.90,2340166.469969,2316018.845373
398.00,2340991.419231,2316807.282631
398.10,2340235.501775,2316089.098158
398.20,2338947.805390,2314833.522530
398.30,2338768.625907,2314608.837790
398.40,2339899.812414,2315644.161851
398.50,2340977.471126,2316666.116857
398.60,2340532.039378,2316246.161618
398.70,2339111.315757,2314868.716343
398.80,2338620.432783,2314351.442161
398.90,2339710.441377,2315347.609163
399.00,2340724.052087,2316291.515141
399.10,2340760.125877,2316335.848120
399.20,2339667.662879,2315288.867856
399.30,2338679.276047,2314295.290838
399.40,2339338.002756,2314870.425513
399.50,2340427.880303,2315877.973389
399.60,2340729.639736,2316170.964629
399.70,2339829.655281,2315315.842150
399.80,2338742.944516,2314239.971624
399.90,2339010.320045,2314437.024872
400.00,2340186.132081,2315521.189851
400.10,2340898.682925,2316205.508784
400.20,2340261.703546,2315608.043194
400.30,2339090.891776,2314461.994929
400.40,2338862.158344,2314179.851820
400.50,2339827.537314,2315051.060100
400.60,2340909.405286,2316085.791746
400.70,2340489.272091,2315696.826597
400.80,2339102.725676,2314347.753467
400.90,2338569.286347,2313777.373390
401.00,2339593.907207,2314706.098651
401.10,2340606.036376,2315657.878003
401.20,2340702.717441,2315771.372137
401.30,2339522.531746,2314633.888063
401.40,2338662.861190,2313754.625549
401.50,2339261.433310,2314264.110259
401.60,2340577.169719,2315504.053324
401.70,2340774.780597,2315706.475892
401.80,2339645.626568,2314623.745951
401.90,2338736.850474,2313709.570816
402.00,2339284.595361,2314173.980978
402.10,2340190.567201,2314998.589044
402.20,2340920.757450,2315715.673033
402.30,2340077.660796,2314917.115277
402.40,2339011.002127,2313859.507368
402.50,2339018.467939,2313797.040909
402.60,2340065.688609,2314753.949586
402.70,2341108.451979,2315767.469590
402.80,2340377.291265,2315077.976981
402.90,2338999.629352,2313724.046899
403.00,2338827.856135,2313493.643721
403.10,2339804.811483,2314376.240629
403.20,2340756.049824,2315286.564649
403.30,2340440.352712,2315003.896464
403.40,2339121.733040,2313717.874217
403.50,2338691.979293,2313242.810467
403.60,2339623.008195,2314077.736434
403.70,2340723.781329,2315123.949422
403.80,2340746.169979,2315169.503545
403.90,2339594.240609,2314055.811763
404.00,2338827.185746,2313258.231679
404.10,2339381.053918,2313720.247492
404.20,2340450.394960,2314724.422763
404.30,2340891.404351,2315176.254530
404.40,2339677.072708,2314006.196414
404.50,2338754.619462,2313066.101262
404.60,2339125.113909,2313348.995395
404.70,2340327.888271,2314475.552898
404.80,2340755.486985,2314905.272751
404.90,2339989.181079,2314181.577427
405.00,2338831.740449,2313019.903359
405.10,2338998.525055,2313105.338736
405.20,2340224.386823,2314246.687554
405.30,2340852.219216,2314864.926396
405.40,2340073.074871,2314129.861955
405.50,2338883.912200,2312946.944963
405.60,2338918.689524,2312907.251632
405.70,2339921.220898,2313821.332652
405.80,2340837.637200,2314715.197145
405.90,2340360.673565,2314278.534388
406.00,2339198.634257,2313131.613929
406.10,2338832.619074,2312702.064154
406.20,2339708.179619,2313485.799426
406.30,2340609.797031,2314355.356741
406.40,2340382.989245,2314164.124163
406.50,2339400.119683,2313202.445416
406.60,2338743.182472,2312492.419457
406.70,2339631.698227,2313285.711099
406.80,2340690.924077,2314301.783483
406.90,2340506.379328,2314149.176782
407.00,2339411.877977,2313084.007486
407.10,2338768.196823,2312394.677311
407.20,2339381.646638,2312914.160715
407.30,2340612.205024,2314090.866974
407.40,2340756.959225,2314259.694549
407.50,2339583.024096,2313121.684608
407.60,2338983.760407,2312483.975876
407.70,2339211.479801,2312621.514087
407.80,2340441.158588,2313789.290504
407.90,2340930.621345,2314294.044770
408.00,2339879.979557,2313282.454286
408.10,2338846.043898,2312222.643100
408.20,2339109.716300,2312396.201894
408.30,2340295.034545,2313512.859075
408.40,2340807.257366,2314034.752738
408.50,2339953.153723,2313220.898419
408.60,2338916.528185,2312165.789864
408.70,2339112.458769,2312273.721705
408.80,2340290.522514,2313376.784666
408.90,2340835.362453,2313925.300608
409.00,2340077.111970,2313208.643888
409.10,2338998.284204,2312118.769416
409.20,2339053.211831,2312089.340272
409.30,2340046.154143,2313003.833191
409.40,2340718.955162,2313673.129405
409.50,2340251.949435,2313245.935607
409.60,2339045.258874,2312036.132186
409.70,2339043.379414,2311953.070125
409.80,2339868.364714,2312696.787246
409.90,2340724.108537,2313541.262837
410.00,2340460.685795,2313316.124329
410.10,2339243.513342,2312101.860050
410.20,2338998.612032,2311781.449883
410.30,2339651.472361,2312351.048491
410.40,2340696.882553,2313377.523971
410.50,2340264.751828,2312985.877792
410.60,2339400.165515,2312125.391119
410.70,2338852.541796,2311508.835053
410.80,2339777.407444,2312343.958984
410.90,2340730.247286,2313273.769383
411.00,2340502.540521,2313083.920847
411.10,2339497.860189,2312089.672496
411.20,2338976.794330,2311502.461327
411.30,2339530.299315,2311967.893907
411.40,2340624.035581,2313032.141433
411.50,2340437.461961,2312882.353172
411.60,2339390.518767,2311850.450559
411.70,2338790.896635,2311188.654249
411.80,2339491.220017,2311797.022539
411.90,2340525.212250,2312797.834589
412.00,2340535.159434,2312841.421349
412.10,2339558.340210,2311882.355027
412.20,2338733.896200,2311001.289895
412.30,2339361.055409,2311535.655514
412.40,2340487.789149,2312624.170600
412.50,2340532.783174,2312701.422738
412.60,2339812.939510,2311999.275241
412.70,2338746.929414,2310882.193732
412.80,2339472.483775,2311512.446710
412.90,2340429.344606,2312429.642842
413.00,2340493.514364,2312524.829411
413.10,2339779.808143,2311831.240939
413.20,2338979.522298,2310979.094210
413.30,2339422.547122,2311329.162809
413.40,2340327.913422,2312192.515637
413.50,2340754.777316,2312645.058652
413.60,2339875.513588,2311789.920882
413.70,2338987.032159,2310852.675904
413.80,2339082.064931,2310858.159211
413.90,2340317.693172,2312045.320379
414.00,2340649.081328,2312402.626732
414.10,2339785.360237,2311564.451624
414.20,2339116.191697,2310845.535095
414.30,2339140.935962,2310780.990965
414.40,2340058.655943,2311652.097726
414.50,2340823.933438,2312437.269507
414.60,2339951.558415,2311591.747722
414.70,2338986.607763,2310581.888084
414.80,2339176.312693,2310679.856143
414.90,2340205.891204,2311659.971545
415.00,2340668.737546,2312145.791376
415.10,2339975.325170,2311477.876501
415.20,2338911.262086,2310370.954328
415.30,2339186.084565,2310552.652080
415.40,2340190.667533,2311507.075966
415.50,2340774.439734,2312111.959199
415.60,2340065.877107,2311429.537524
415.70,2339025.744346,2310346.654532
415.80,2339076.764557,2310307.027954
415.90,2340085.025275,2311264.578141
416.00,2340748.913564,2311948.437516
416.10,2340136.475120,2311361.056779
416.20,2339034.758604,2310217.303724
416.30,2339122.782635,2310214.043165
416.40,2340063.299636,2311104.671497
416.50,2340748.922371,2311810.061388
416.60,2340121.809681,2311207.938283
416.70,2339193.893032,2310235.346073
416.80,2339146.234972,2310097.972197
416.90,2340234.814212,2311135.308243
417.00,2340662.716398,2311586.467846
417.10,2340099.770797,2311047.110364
417.20,2338958.495584,2309862.870683
417.30,2339018.341876,2309831.652588
417.40,2340058.929002,2310822.570600
417.50,2340571.918056,2311358.276720
417.60,2339932.290432,2310742.210831
417.70,2339086.938964,2309848.830395
417.80,2339033.526259,2309705.855735
417.90,2340114.826297,2310738.461179
418.00,2340540.366574,2311188.509507
418.10,2340057.433911,2310725.802063
418.20,2339117.708806,2309737.424603
418.30,2339139.059195,2309668.522967
418.40,2340014.938000,2310500.287194
418.50,2340751.807679,2311258.597436
418.60,2340173.898405,2310700.289481
418.70,2339170.771352,2309647.109253
418.80,2339189.638187,2309576.197961
418.90,2340009.665369,2310355.339707
419.00,2340628.272170,2310997.814153
419.10,2340067.500163,2310454.156415
419.20,2339175.891444,2309508.516748
419.30,2339049.097654,2309294.502852
419.40,2340126.255359,2310330.545659
419.50,2340609.455536,2310840.312789
419.60,2339935.458303,2310182.089938
419.70,2338998.766672,2309189.050067
419.80,2339077.368322,2309178.852699
419.90,2340041.167754,2310106.528638
420.00,2340632.762033,2310724.237155
420.10,2340113.454590,2310215.409526
420.20,2338953.432689,2308998.750432
420.30,2339241.529623,2309196.797466
420.40,2340098.328128,2310022.880681
420.50,2340591.196004,2310543.921531
420.60,2339974.542316,2309935.095219
420.70,2339341.672520,2309235.470188
420.80,2339091.089776,2308903.693614
420.90,2340161.255972,2309944.912833
421.00,2340560.878163,2310374.470724
421.10,2340086.864558,2309901.919225
421.20,2338943.576011,2308695.018835
421.30,2339075.584730,2308743.408184
421.40,2340266.845521,2309909.086700
421.50,2340515.143847,2310189.486818
421.60,2339853.746874,2309526.813532
421.70,2338935.982760,2308539.092320
421.80,2339301.647258,2308821.271185
421.90,2340086.518711,2309591.137999
422.00,2340603.044181,2310135.996021
422.10,2340017.820666,2309542.691001
422.20,2338988.430208,2308441.508339
422.30,2339222.847409,2308598.067966
422.40,2340369.169988,2309730.241817
422.50,2340563.639280,2309956.335572
422.60,2339753.781652,2309134.892881
422.70,2338903.821096,2308207.802296
422.80,2339313.800876,2308542.369783
422.90,2340262.367395,2309485.104787
423.00,2340420.691416,2309673.857440
423.10,2339689.638186,2308923.146647
423.20,2339148.742684,2308298.523536
423.30,2339290.430535,2308373.954111
423.40,2340220.669871,2309304.347119
423.50,2340425.389143,2309536.294904
423.60,2339545.415659,2308631.065683
423.70,2338971.793073,2307972.254565
423.80,2339303.236605,2308241.491362
423.90,2340410.357831,2309351.989181
424.00,2340368.937354,2309337.427906
424.10,2339598.374106,2308532.181325
424.20,2339023.604632,2307871.210380
424.30,2339522.804892,2308313.429126
424.40,2340330.679049,2309133.848372
424.50,2340419.259817,2309242.757779
424.60,2339506.557839,2308289.033667
424.70,2339128.119806,2307821.814206
424.80,2339553.168532,2308199.193364
424.90,2340400.799730,2309063.397039
425.00,2340430.776454,2309108.437773
425.10,2339555.302294,2308183.162467
425.20,2339132.420600,2307673.408457
425.30,2339648.697298,2308149.879174
425.40,2340373.899298,2308896.968399
425.50,2340246.263754,2308779.163095
425.60,2339503.976474,2307977.203928
425.70,2338941.903416,2307332.918494
425.80,2339514.460274,2307874.608387
